bin_center,count,feature
-1.6600000000000001,773,emp.var.rate
-1.54,0,emp.var.rate
-1.42,0,emp.var.rate
-1.2999999999999998,0,emp.var.rate
-1.18,0,emp.var.rate
-1.06,635,emp.var.rate
-0.94,0,emp.var.rate
-0.8200000000000001,0,emp.var.rate
-0.7000000000000002,0,emp.var.rate
-0.5800000000000001,0,emp.var.rate
-0.45999999999999996,0,emp.var.rate
-0.33999999999999986,0,emp.var.rate
-0.21999999999999997,10,emp.var.rate
-0.10000000000000009,3683,emp.var.rate
0.020000000000000018,0,emp.var.rate
0.1399999999999999,0,emp.var.rate
0.2599999999999998,0,emp.var.rate
0.3799999999999999,0,emp.var.rate
0.5,0,emp.var.rate
0.6200000000000001,0,emp.var.rate
0.7400000000000002,0,emp.var.rate
0.8600000000000003,0,emp.var.rate
0.98,0,emp.var.rate
1.0999999999999996,7763,emp.var.rate
1.2199999999999998,0,emp.var.rate
1.3399999999999999,16234,emp.var.rate
92.23307499999999,770,cons.price.idx
92.297225,0,cons.price.idx
92.36137499999998,267,cons.price.idx
92.425525,447,cons.price.idx
92.489675,178,cons.price.idx
92.55382499999999,0,cons.price.idx
92.617975,357,cons.price.idx
92.68212499999998,172,cons.price.idx
92.746275,10,cons.price.idx
92.810425,0,cons.price.idx
92.874575,6076,cons.price.idx
92.938725,715,cons.price.idx
93.00287499999999,0,cons.price.idx
93.067025,2458,cons.price.idx
93.13117499999998,0,cons.price.idx
93.195325,3616,cons.price.idx
93.259475,0,cons.price.idx
93.32362499999999,0,cons.price.idx
93.387775,264,cons.price.idx
93.45192499999999,5175,cons.price.idx
93.516075,0,cons.price.idx
93.58022499999998,0,cons.price.idx
93.644375,0,cons.price.idx
93.708525,0,cons.price.idx
93.77267499999999,241,cons.price.idx
93.836825,0,cons.price.idx
93.90097499999999,6897,cons.price.idx
93.965125,7763,cons.price.idx
94.02927499999998,462,cons.price.idx
94.093425,0,cons.price.idx
94.15757500000001,0,cons.price.idx
94.22172499999999,614,cons.price.idx
94.285875,0,cons.price.idx
94.35002499999999,0,cons.price.idx
94.414175,0,cons.price.idx
94.47832499999998,4374,cons.price.idx
94.542475,0,cons.price.idx
94.60662500000001,204,cons.price.idx
94.67077499999999,0,cons.price.idx
94.734925,128,cons.price.idx
-50.50125,128,cons.conf.idx
-49.90375,282,cons.conf.idx
-49.30625,204,cons.conf.idx
-48.708749999999995,0,cons.conf.idx
-48.11125,0,cons.conf.idx
-47.51375,0,cons.conf.idx
-46.91625,2458,cons.conf.idx
-46.318749999999994,5794,cons.conf.idx
-45.72125,10,cons.conf.idx
-45.12375,0,cons.conf.idx
-44.52625,0,cons.conf.idx
-43.928749999999994,0,cons.conf.idx
-43.33125,0,cons.conf.idx
-42.73375,6685,cons.conf.idx
-42.136250000000004,3616,cons.conf.idx
-41.53874999999999,4374,cons.conf.idx
-40.94125,715,cons.conf.idx
-40.34375,378,cons.conf.idx
-39.74625,441,cons.conf.idx
-39.14874999999999,0,cons.conf.idx
-38.551249999999996,233,cons.conf.idx
-37.95375,0,cons.conf.idx
-37.35625,303,cons.conf.idx
-36.75875,0,cons.conf.idx
-36.161249999999995,12938,cons.conf.idx
-35.56375,0,cons.conf.idx
-34.96625,264,cons.conf.idx
-34.368750000000006,174,cons.conf.idx
-33.771249999999995,178,cons.conf.idx
-33.17375,172,cons.conf.idx
-32.57625,0,cons.conf.idx
-31.97875,0,cons.conf.idx
-31.38125,770,cons.conf.idx
-30.783749999999998,0,cons.conf.idx
-30.18625,357,cons.conf.idx
-29.588749999999997,267,cons.conf.idx
-28.99125,0,cons.conf.idx
-28.393749999999997,0,cons.conf.idx
-27.79625,0,cons.conf.idx
-27.198749999999997,447,cons.conf.idx
0.6891375,1777,euribor3m
0.7994125,722,euribor3m
0.9096875,1297,euribor3m
1.0199624999999999,446,euribor3m
1.1302375,18,euribor3m
1.2405125,3856,euribor3m
1.3507874999999998,4167,euribor3m
1.4610625,944,euribor3m
1.5713374999999998,114,euribor3m
1.6816125,89,euribor3m
1.7918874999999999,68,euribor3m
1.9021624999999998,0,euribor3m
2.0124375,0,euribor3m
2.1227124999999996,0,euribor3m
2.2329875,0,euribor3m
2.3432625,0,euribor3m
2.4535374999999995,0,euribor3m
2.5638125,0,euribor3m
2.6740874999999997,0,euribor3m
2.7843624999999994,0,euribor3m
2.8946374999999995,0,euribor3m
3.0049124999999997,1,euribor3m
3.1151874999999993,0,euribor3m
3.2254624999999995,0,euribor3m
3.3357374999999996,2,euribor3m
3.4460124999999993,2,euribor3m
3.5562875,2,euribor3m
3.6665624999999995,1,euribor3m
3.776837499999999,2,euribor3m
3.8871124999999997,4,euribor3m
3.9973874999999994,676,euribor3m
4.1076625,2268,euribor3m
4.2179375,623,euribor3m
4.328212499999999,12,euribor3m
4.438487499999999,10,euribor3m
4.5487625,4,euribor3m
4.6590375,17,euribor3m
4.7693125,10,euribor3m
4.8795874999999995,9107,euribor3m
4.989862499999999,14949,euribor3m
4966.90625,635,nr.employed
4973.518750000001,0,nr.employed
4980.13125,0,nr.employed
4986.74375,0,nr.employed
4993.356250000001,773,nr.employed
4999.96875,0,nr.employed
5006.581250000001,650,nr.employed
5013.19375,0,nr.employed
5019.80625,1071,nr.employed
5026.418750000001,172,nr.employed
5033.03125,0,nr.employed
5039.643750000001,0,nr.employed
5046.25625,0,nr.employed
5052.86875,0,nr.employed
5059.481250000001,0,nr.employed
5066.09375,0,nr.employed
5072.706250000001,0,nr.employed
5079.31875,1663,nr.employed
5085.93125,0,nr.employed
5092.543750000001,0,nr.employed
5099.15625,8534,nr.employed
5105.768750000001,0,nr.employed
5112.38125,0,nr.employed
5118.99375,0,nr.employed
5125.606250000001,0,nr.employed
5132.21875,0,nr.employed
5138.831250000001,0,nr.employed
5145.44375,0,nr.employed
5152.05625,0,nr.employed
5158.668750000001,0,nr.employed
5165.28125,0,nr.employed
5171.893750000001,0,nr.employed
5178.50625,10,nr.employed
5185.11875,0,nr.employed
5191.731250000001,7763,nr.employed
5198.34375,3683,nr.employed
5204.956250000001,0,nr.employed
5211.56875,0,nr.employed
5218.18125,0,nr.employed
5224.793750000001,16234,nr.employed
0.0125,36548,target_bin
0.037500000000000006,0,target_bin
0.0625,0,target_bin
0.08750000000000001,0,target_bin
0.1125,0,target_bin
0.1375,0,target_bin
0.16250000000000003,0,target_bin
0.1875,0,target_bin
0.21250000000000002,0,target_bin
0.2375,0,target_bin
0.2625,0,target_bin
0.28750000000000003,0,target_bin
0.3125,0,target_bin
0.3375,0,target_bin
0.36250000000000004,0,target_bin
0.3875,0,target_bin
0.41250000000000003,0,target_bin
0.4375,0,target_bin
0.4625,0,target_bin
0.48750000000000004,0,target_bin
0.5125,0,target_bin
0.5375000000000001,0,target_bin
0.5625,0,target_bin
0.5875000000000001,0,target_bin
0.6125,0,target_bin
0.6375,0,target_bin
0.6625000000000001,0,target_bin
0.6875,0,target_bin
0.7125000000000001,0,target_bin
0.7375,0,target_bin
0.7625,0,target_bin
0.7875000000000001,0,target_bin
0.8125,0,target_bin
0.8375000000000001,0,target_bin
0.8625,0,target_bin
0.8875,0,target_bin
0.9125000000000001,0,target_bin
0.9375,0,target_bin
0.9625000000000001,0,target_bin
0.9875,4640,target_bin
