pdays,class
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,1
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,1
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
999,0
